"Bin","BinRA","TopTaxonID","TopTaxonRAinBin","TopTaxon.Kingdom","TopTaxon.Phylum","TopTaxon.Class","TopTaxon.Order","TopTaxon.Family","TopTaxon.Genus","TopTaxon.Species","Kingdom.maxNamed","Kingdom.maxNamed.Percent","Phylum.maxNamed","Phylum.maxNamed.Percent","Class.maxNamed","Class.maxNamed.Percent","Order.maxNamed","Order.maxNamed.Percent","Family.maxNamed","Family.maxNamed.Percent","Genus.maxNamed","Genus.maxNamed.Percent","Species.maxNamed","Species.maxNamed.Percent"
"Bin78",0.00671426207652042,"ASV156",0.169339504287557,"Bacteria","Proteobacteria","Alphaproteobacteria","Defluviicoccales","Defluviicoccaceae","Defluviicoccus","uncultured bacterium","Bacteria",1,"Proteobacteria",1,"Alphaproteobacteria",1,"Defluviicoccales",1,"Defluviicoccaceae",1,"Defluviicoccus",0.974788540914581,"uncultured bacterium",1
"Bin79",0.00658910369178246,"ASV114",0.196505220772946,"Bacteria","Proteobacteria","Alphaproteobacteria","Ferrovibrionales","Ferrovibrionaceae","Ferrovibrio","uncultured bacterium","Bacteria",1,"Proteobacteria",1,"Alphaproteobacteria",1,"Tistrellales",0.536621960724686,"Geminicoccaceae",0.536621960724686,"Candidatus Alysiosphaera",0.475333613611323,"uncultured bacterium",1
"Bin80",0.00256104107310094,"ASV384",0.202421119994836,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","SWB02","uncultured bacterium","Bacteria",1,"Proteobacteria",1,"Alphaproteobacteria",1,"Caulobacterales",1,"Hyphomonadaceae",1,"SWB02",0.89723661650533,"uncultured bacterium",1
"Bin81",0.0047720387809307,"ASV882",0.0786678108434458,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","uncultured bacterium","Bacteria",1,"Proteobacteria",1,"Alphaproteobacteria",1,"Rhodobacterales",1,"Rhodobacteraceae",1,"Amaricoccus",0.211921608749143,"uncultured bacterium",0.937923052398909
"Bin82",0.0064767886641861,"ASV99",0.211072587322316,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Shinella","uncultured bacterium","Bacteria",1,"Proteobacteria",1,"Alphaproteobacteria",1,"Rhizobiales",1,"Rhizobiaceae",1,"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium",0.488586322501499,"uncultured bacterium",1
"Bin83",0.00747702427262017,"ASV63",0.225300665112994,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium","uncultured bacterium","Bacteria",1,"Proteobacteria",1,"Alphaproteobacteria",1,"Sphingomonadales",0.99717005827688,"Sphingomonadaceae",0.99717005827688,"Sphingomonas",0.512714618867912,"uncultured bacterium",0.966040699322555
"Bin84",0.00405033501455511,"ASV277",0.208882678546119,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Altererythrobacter","uncultured bacterium","Bacteria",1,"Proteobacteria",1,"Alphaproteobacteria",1,"Sphingomonadales",1,"Sphingomonadaceae",1,"Altererythrobacter",1,"uncultured bacterium",0.861560121258462
"Bin85",0.00341435142390899,"ASV342",0.222305830017225,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium","uncultured bacterium","Bacteria",1,"Proteobacteria",1,"Alphaproteobacteria",1,"Sphingomonadales",1,"Sphingomonadaceae",1,"Novosphingobium",0.905847357630037,"uncultured bacterium",1
"Bin86",0.00434322641817806,"ASV191",0.234743309192424,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Mesorhizobium","uncultured bacterium","Bacteria",1,"Proteobacteria",1,"Alphaproteobacteria",1,"Rhizobiales",1,"Rhizobiaceae",1,"Mesorhizobium",0.586754191939555,"uncultured bacterium",1
"Bin87",0.0124811020577548,"ASV76",0.129469168394015,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia","uncultured bacterium","Bacteria",1,"Proteobacteria",1,"Alphaproteobacteria",1,"Rhizobiales",1,"Devosiaceae",0.975417765882259,"Devosia",0.617038091607773,"uncultured bacterium",1
"Bin88",0.00792052144562642,"ASV202",0.126667359530561,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhodomicrobiaceae","Rhodomicrobium","uncultured bacterium","Bacteria",1,"Proteobacteria",1,"Alphaproteobacteria",1,"Rhizobiales",1,"Rhodomicrobiaceae",1,"Rhodomicrobium",0.966956340992027,"uncultured bacterium",1
"Bin89",0.00804678311587019,"ASV214",0.11859254202011,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Ancalomicrobiaceae","Ancalomicrobium","uncultured bacterium","Bacteria",1,"Proteobacteria",1,"Alphaproteobacteria",1,"Rhizobiales",1,"Ancalomicrobiaceae",0.475484836499803,"Ancalomicrobium",0.475484836499803,"uncultured bacterium",1
"Bin90",0.0179107544619643,"ASV100",0.0788238849404246,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium","uncultured bacterium","Bacteria",1,"Proteobacteria",1,"Alphaproteobacteria",1,"Rhizobiales",1,"Xanthobacteraceae",0.846981535612771,"Pseudorhodoplanes",0.31132552604842,"uncultured bacterium",1
"Bin91",0.00642594656952415,"ASV335",0.119856651180351,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Pleomorphomonadaceae","Chthonobacter","uncultured bacterium","Bacteria",1,"Proteobacteria",1,"Alphaproteobacteria",1,"Rhizobiales",1,"Pleomorphomonadaceae",0.809589596247338,"Pleomorphomonas",0.636995835254711,"uncultured bacterium",1
"Bin92",0.0160566457452122,"ASV59",0.107933347998705,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales Incertae Sedis","uncultured","uncultured bacterium","Bacteria",1,"Proteobacteria",1,"Alphaproteobacteria",1,"Rhizobiales",1,"Hyphomicrobiaceae",0.541722198355106,"Hyphomicrobium",0.484634658536127,"uncultured bacterium",0.976414510585812
"Bin93",0.00689912425502609,"ASV150",0.164188421302306,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales Incertae Sedis","Nordella","uncultured bacterium","Bacteria",1,"Proteobacteria",1,"Alphaproteobacteria",1,"Rhizobiales",1,"Rhizobiales Incertae Sedis",1,"Nordella",0.585755399118994,"uncultured bacterium",1
"Bin94",0.00763998197747265,"ASV94",0.189629563443292,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","A0839","uncultured","uncultured bacterium","Bacteria",1,"Proteobacteria",1,"Alphaproteobacteria",1,"Caulobacterales",0.474292867485965,"Caulobacteraceae",0.474292867485965,"uncultured",0.624445910377908,"uncultured bacterium",0.932157835990126
"Bin95",0.0073062131926347,"ASV439",0.0854350264194979,"Bacteria","Proteobacteria","Alphaproteobacteria","Micavibrionales",NA,"uncultured","uncultured bacterium","Bacteria",1,"Proteobacteria",1,"Alphaproteobacteria",1,"Micavibrionales",0.623231422695146,"Micavibrionaceae",1,"uncultured",1,"uncultured bacterium",1
"Bin96",0.00229366955585323,"ASV1006",0.152215674593551,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","SM2D12","uncultured","uncultured bacterium","Bacteria",1,"Proteobacteria",1,"Alphaproteobacteria",1,"Rickettsiales",0.730054869227428,"SM2D12",0.730054869227428,"uncultured",1,"uncultured bacterium",1
"Bin97",0.00196738217871493,"ASV680",0.249433307219921,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,"uncultured","uncultured bacterium","Bacteria",1,"Proteobacteria",1,"Alphaproteobacteria",0.965447487775123,"Rhodospirillales",0.490239719729133,"Paracaedibacteraceae",0.470449376178962,"uncultured",0.895299781850715,"uncultured bacterium",1
"Bin98",0.00638771077223054,"ASV161",0.175308104804922,"Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae","uncultured","uncultured bacterium","Bacteria",1,"Desulfobacterota",1,"Desulfuromonadia",0.923353186957751,"Geobacterales",0.923353186957751,"Geobacteraceae",0.874424569268404,"uncultured",0.638113072978822,"uncultured bacterium",1
"Bin99",0.0146284724816908,"ASV11",0.310907440781001,"Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","uncultured","uncultured bacterium","Bacteria",1,"Myxococcota",0.902884252930845,"Myxococcia",0.659682399444487,"Myxococcales",0.659682399444487,"Myxococcaceae",0.637452465845906,"uncultured",0.825653736986891,"uncultured bacterium",1
"Bin100",0.00425693553130533,"ASV224",0.22543236300613,"Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","uncultured bacterium","Bacteria",1,"Myxococcota",0.844953513871927,"Polyangia",0.931503130274283,"Haliangiales",0.715820103460407,"Haliangiaceae",0.8907464751841,"Haliangium",0.649310444658347,"uncultured bacterium",0.970176372935509
"Bin101",0.00557743020011968,"ASV289",0.144514383286619,"Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfobulbaceae","Desulfobulbus","uncultured bacterium","Bacteria",1,"Desulfobacterota",0.658527676030586,"Desulfobulbia",0.848557379451256,"Desulfobulbales",0.917280369866839,"Desulfobulbaceae",0.518890735423369,"uncultured",0.621960578398689,"uncultured bacterium",1
"Bin102",0.00448187383648648,"ASV373",0.161883985596081,"Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio","uncultured bacterium","Bacteria",1,"Bdellovibrionota",0.93860702799942,"Oligoflexia",0.67937786157006,"0319-6G20",0.686102834806807,"Bdellovibrionaceae",0.982670327177317,"uncultured",0.743263774189348,"uncultured bacterium",1
"Bin103",0.00472638967254489,"ASV1171",0.0669112491287757,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","uncultured","uncultured bacterium","Bacteria",1,"Verrucomicrobiota",1,"Verrucomicrobiae",0.988249103158883,"Pedosphaerales",0.626036729790235,"Pedosphaeraceae",0.639381350230196,"uncultured",0.663583957603438,"uncultured bacterium",1
"Bin104",0.00421498833973129,"ASV126",0.296906222337074,"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14","uncultured","uncultured bacterium","Bacteria",1,"Actinobacteriota",1,"Thermoleophilia",1,"Solirubrobacterales",1,"67-14",0.944387415855013,"uncultured",0.944387415855013,"uncultured bacterium",1
"Bin105",0.00887058188696241,"ASV118",0.147342884972199,"Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella","uncultured bacterium","Bacteria",1,"Actinobacteriota",1,"Thermoleophilia",1,"Gaiellales",1,"Gaiellaceae",1,"Gaiella",0.79737157903779,"uncultured bacterium",1
"Bin106",0.00599128475428585,"ASV779",0.0745229758372933,"Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","Ilumatobacter","uncultured bacterium","Bacteria",1,"Actinobacteriota",1,"Acidimicrobiia",1,"Microtrichales",0.806431281660973,"Ilumatobacteraceae",0.68227311843342,"uncultured",0.494803995932922,"uncultured bacterium",1
"Bin107",0.012740515032797,"ASV112",0.102118885431174,"Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","Longivirga","uncultured bacterium","Bacteria",1,"Actinobacteriota",1,"Actinobacteria",1,"Micromonosporales",0.417468814177239,"Micromonosporaceae",0.446925570114307,"Mycobacterium",0.222634756906035,"uncultured bacterium",1
"Bin108",0.0105588046997709,"ASV57",0.166908992334236,"Bacteria","Actinobacteriota","Actinobacteria","Kineosporiales","Kineosporiaceae","uncultured","uncultured bacterium","Bacteria",1,"Actinobacteriota",1,"Actinobacteria",0.944017286049165,"Kineosporiales",0.545715973222662,"Kineosporiaceae",0.631311925128576,"uncultured",0.55478192297048,"uncultured bacterium",1
