"ID","Bin","TaxonRelativeAbundance","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV450","Bin14",0.000111622092244497,"Bacteria","Bacteroidota","Kryptonia","Kryptoniales","BSV26","uncultured","uncultured bacterium"
"ASV451","Bin54",0.000632497273718648,"Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema","uncultured bacterium"
"ASV454","Bin20",0.000636245925793633,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","uncultured bacterium"
"ASV455","Bin107",0.000636245925793633,"Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","uncultured","uncultured bacterium"
"ASV456","Bin34",0.000611783540398062,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","uncultured","uncultured bacterium"
"ASV457","Bin79",0.000603046974185358,"Bacteria","Proteobacteria","Alphaproteobacteria","Ferrovibrionales","Ferrovibrionaceae","Ferrovibrio","uncultured bacterium"
"ASV458","Bin61",0.000601312303862029,"Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylococcaceae","Methyloparacoccus","uncultured bacterium"
"ASV459","Bin2",0.000621592148309706,"Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","uncultured","uncultured bacterium"
"ASV460","Bin72",0.00023336038961039,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Pseudoxanthomonas","uncultured bacterium"
"ASV466","Bin17",0.000625083716569183,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","uncultured","uncultured bacterium"
"ASV467","Bin1",0.000625083716569183,"Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","uncultured","uncultured bacterium"
"ASV468","Bin84",0.000625083716569183,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Altererythrobacter","uncultured bacterium"
"ASV469","Bin87",0.000607196679930233,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia","uncultured bacterium"
"ASV470","Bin42",0.000598874017931071,"Bacteria","Planctomycetota","vadinHA49",NA,NA,"uncultured","uncultured bacterium"
"ASV471","Bin6",0.000592467202708422,"Bacteria","Chloroflexi","Anaerolineae","SBR1031",NA,"uncultured","uncultured bacterium"
"ASV472","Bin91",0.000592467202708422,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Pleomorphomonadaceae","Pleomorphomonas","uncultured bacterium"
"ASV473","Bin44",7.40584003385527e-05,"Bacteria","Sumerlaeota","Sumerlaeia",NA,NA,"uncultured","uncultured bacterium"
"ASV474","Bin13",0.000610687022900763,"Bacteria","Fibrobacterota","Fibrobacteria","Fibrobacterales","Fibrobacteraceae","possible genus 04","uncultured bacterium"
"ASV475","Bin58",0.000610687022900763,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Hungateiclostridiaceae","Ruminiclostridium","uncultured bacterium"
"ASV476","Bin24",0.000568181818181818,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas","uncultured bacterium"
"ASV480","Bin65",0.000613921507344734,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Georgfuchsia","uncultured bacterium"
"ASV481","Bin105",0.000601690314646948,"Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella","uncultured bacterium"
"ASV482","Bin36",0.000594118623929271,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4 lineage","uncultured bacterium"
"ASV483","Bin43",0.000167433138366746,"Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira","japonica"
"ASV484","Bin59",0.000581887431231485,"Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,"uncultured","uncultured bacterium"
"ASV485","Bin2",0.000599781897491821,"Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","uncultured","uncultured bacterium"
"ASV486","Bin11",0.000599781897491821,"Bacteria","Firmicutes","Incertae Sedis","DTU014",NA,"uncultured","uncultured bacterium"
"ASV487","Bin86",0.000572457123029642,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Pseudaminobacter","uncultured bacterium"
"ASV493","Bin104",0.000602759298120284,"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14","uncultured","uncultured bacterium"
"ASV494","Bin45",0.000598131789441149,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","uncultured","uncultured bacterium"
"ASV495","Bin108",0.000591110543170012,"Bacteria","Actinobacteriota","MB-A2-108",NA,NA,"uncultured","uncultured bacterium"
"ASV496","Bin46",0.000595818035101581,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","uncultured","uncultured bacterium"
"ASV497","Bin107",0.000594532616024044,"Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","uncultured bacterium"
"ASV498","Bin71",0.000588876772082879,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","uncultured","uncultured bacterium"
"ASV499","Bin37",0.000588876772082879,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4 lineage","uncultured bacterium"
"ASV500","Bin87",0.000588876772082879,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia","uncultured bacterium"
"ASV501","Bin14",0.000582804599980173,"Bacteria","Bacteroidota","Kryptonia","Kryptoniales","BSV26","uncultured","uncultured bacterium"
"ASV502","Bin65",0.000574455363338951,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","uncultured","uncultured bacterium"
"ASV503","Bin65",0.000571419277287598,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","uncultured","uncultured bacterium"
"ASV504","Bin70",0.000566865148210568,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Ideonella","dechloratans"
"ASV505","Bin71",0.00039058627441261,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Giesbergeria","uncultured bacterium"
"ASV511","Bin7",0.000591597088895834,"Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","uncultured","uncultured bacterium"
"ASV512","Bin100",0.000591597088895834,"Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","uncultured bacterium"
"ASV513","Bin105",0.000584025398178157,"Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella","uncultured bacterium"
"ASV514","Bin17",0.000578783458450535,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","uncultured","uncultured bacterium"
"ASV515","Bin55",0.000312541858284592,"Bacteria","Firmicutes","Bacilli","Alicyclobacillales","Alicyclobacillaceae","Tumebacillus","uncultured bacterium"
"ASV516","Bin34",0.000575288831965453,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","uncultured","uncultured bacterium"
"ASV517","Bin84",0.000560727888277613,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Altererythrobacter","buctensis"
"ASV518","Bin25",0.000560727888277613,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas","uncultured bacterium"
"ASV519","Bin64",0.000267268041945359,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Denitratisoma","uncultured bacterium"
"ASV520","Bin56",0.000577971646673937,"Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","Christensenellaceae R-7 group","uncultured bacterium"
"ASV521","Bin18",0.000370774263904035,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Paludibacteraceae","uncultured","uncultured bacterium"
"ASV522","Bin85",0.000555201001288788,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium","uncultured bacterium"
"ASV530","Bin104",0.000580434879671385,"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14","uncultured","uncultured bacterium"
"ASV531","Bin23",0.000578635292962832,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS 17","uncultured","uncultured bacterium"
"ASV532","Bin34",0.000560631996255922,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","uncultured","uncultured bacterium"
"ASV533","Bin101",0.000189757556815645,"Bacteria","Desulfobacterota",NA,NA,NA,"uncultured","uncultured bacterium"
"ASV534","Bin87",0.000551162933325387,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia","uncultured bacterium"
"ASV535","Bin45",0.000569380275604562,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","uncultured","uncultured bacterium"
"ASV536","Bin58",0.000550148116800677,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Hungateiclostridiaceae","HN-HF0106","uncultured bacterium"
"ASV537","Bin36",0.000550148116800677,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4 lineage","uncultured bacterium"
"ASV538","Bin48",0.000550148116800677,"Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,"uncultured","uncultured bacterium"
"ASV539","Bin14",0.000567066521264995,"Bacteria","Bacteroidota","Ignavibacteria","SJA-28",NA,"uncultured","uncultured bacterium"
"ASV540","Bin57",0.000567066521264995,"Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","uncultured","uncultured bacterium"
"ASV541","Bin15",0.000567066521264995,"Bacteria","Bacteroidota","Ignavibacteria","Ignavibacteriales","PHOS-HE36","uncultured","uncultured bacterium"
"ASV542","Bin54",0.000562512392187965,"Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","GWE2-31-10","uncultured bacterium"
"ASV543","Bin53",0.000550368047982552,"Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","uncultured","uncultured bacterium"
"ASV544","Bin63",0.000527597402597403,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","SC-I-84","uncultured","uncultured bacterium"
"ASV551","Bin95",0.000569272670446935,"Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,"uncultured","uncultured bacterium"
"ASV552","Bin90",0.000560536104234231,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudorhodoplanes","uncultured bacterium"
"ASV553","Bin13",0.000539568345323741,"Bacteria","Fibrobacterota","Chitinivibrionia",NA,NA,"uncultured","uncultured bacterium"
"ASV554","Bin8",0.000539568345323741,"Bacteria","Chloroflexi","Anaerolineae","RBG-13-54-9",NA,"uncultured","uncultured bacterium"
"ASV555","Bin70",0.00053349699919209,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Ideonella","uncultured bacterium"
"ASV556","Bin40",0.000545099362167845,"Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured bacterium"
"ASV557","Bin15",0.000556161395856052,"Bacteria","Bacteroidota","Ignavibacteria","Ignavibacteriales","SR-FBR-L83","uncultured","uncultured bacterium"
"ASV558","Bin53",0.000556161395856052,"Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","uncultured","uncultured bacterium"
"ASV559","Bin34",0.000556161395856052,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","uncultured","uncultured bacterium"
"ASV560","Bin15",0.000556161395856052,"Bacteria","Bacteroidota","Ignavibacteria","Ignavibacteriales","Melioribacteraceae","IheB3-7","uncultured bacterium"
"ASV561","Bin56",0.000556161395856052,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Trichococcus","uncultured bacterium"
"ASV562","Bin88",0.000556161395856052,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhodomicrobiaceae","Rhodomicrobium","uncultured bacterium"
"ASV563","Bin30",9.81461286804798e-05,"Bacteria","Acidobacteriota","Holophagae","Subgroup 7",NA,"uncultured","uncultured bacterium"
"ASV567","Bin8",0.000558110461222485,"Bacteria","Chloroflexi","Anaerolineae","RBG-13-54-9",NA,"uncultured","uncultured bacterium"
"ASV568","Bin23",0.000555282539251903,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS 17","uncultured","uncultured bacterium"
"ASV569","Bin76",0.000550538770504808,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,"uncultured","uncultured bacterium"
"ASV570","Bin5",0.000535395389069455,"Bacteria","Chloroflexi","Anaerolineae","SBR1031",NA,"uncultured","uncultured bacterium"
"ASV571","Bin14",0.000546798773340155,"Bacteria","Bacteroidota","Ignavibacteria","SJA-28",NA,"uncultured","uncultured bacterium"
"ASV572","Bin9",0.00054525627044711,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Longilinea","uncultured bacterium"
"ASV573","Bin61",0.00054525627044711,"Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylococcaceae","Candidatus Methylospira","uncultured bacterium"
"ASV574","Bin98",0.000507305194805195,"Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae","uncultured","uncultured bacterium"
"ASV575","Bin17",0.000507305194805195,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","OLB12","uncultured bacterium"
"ASV581","Bin46",0.000546948251998035,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales",NA,"uncultured","uncultured bacterium"
"ASV582","Bin66",0.000546948251998035,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","TRA3-20","uncultured","uncultured bacterium"
"ASV583","Bin35",0.000536464372542791,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Blastopirellula","uncultured bacterium"
"ASV584","Bin53",0.000518408802369869,"Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","uncultured","uncultured bacterium"
"ASV585","Bin29",0.000518408802369869,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Barnesiellaceae","uncultured","uncultured bacterium"
"ASV586","Bin29",0.000518408802369869,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Barnesiellaceae","uncultured","uncultured bacterium"
"ASV587","Bin16",0.000518408802369869,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","Ohtaekwangia","uncultured bacterium"
"ASV588","Bin77",0.000518408802369869,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Magnetospirillaceae","Magnetospirillum","uncultured bacterium"
"ASV589","Bin26",0.000158696572154041,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Dinghuibacter","uncultured bacterium"
"ASV590","Bin13",6.34786288616166e-05,"Bacteria",NA,NA,NA,NA,"uncultured","uncultured bacterium"
"ASV591","Bin64",0.000534351145038168,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Sulfuritalea","uncultured bacterium"
"ASV592","Bin15",0.000534351145038168,"Bacteria","Bacteroidota","Ignavibacteria","Ignavibacteriales","PHOS-HE36","uncultured","uncultured bacterium"
"ASV593","Bin87",0.000534351145038168,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia","uncultured bacterium"
"ASV594","Bin9",0.000534351145038168,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","uncultured","uncultured bacterium"
"ASV595","Bin33",0.000534351145038168,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir2 lineage","uncultured bacterium"
"ASV596","Bin53",0.000534351145038168,"Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","uncultured","uncultured bacterium"
"ASV597","Bin98",0.000534351145038168,"Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae","uncultured","uncultured bacterium"
"ASV598","Bin86",0.000518411693268564,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Mesorhizobium","uncultured bacterium"
"ASV599","Bin56",0.000497159090909091,"Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","Christensenellaceae R-7 group","uncultured bacterium"
"ASV600","Bin36",0.000497159090909091,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4 lineage","uncultured bacterium"
"ASV601","Bin98",0.000497159090909091,"Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae","Geobacter","uncultured bacterium"
"ASV608","Bin95",0.000535786042773586,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,"uncultured","uncultured bacterium"
"ASV609","Bin59",0.000535786042773586,"Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Acidibacter","uncultured bacterium"
"ASV610","Bin45",0.000535786042773586,"Bacteria","Acidobacteriota","Vicinamibacteria","Subgroup 17",NA,"uncultured","uncultured bacterium"
"ASV611","Bin63",0.000535786042773586,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","IS-44","uncultured bacterium"
"ASV612","Bin73",0.000529689410803511,"Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae","uncultured","uncultured bacterium"
"ASV613","Bin101",0.000522389974580773,"Bacteria","Desulfobacterota",NA,NA,NA,"uncultured","uncultured bacterium"
"ASV614","Bin14",0.000524289824706798,"Bacteria","Bacteroidota","Kapabacteria","Kapabacteriales",NA,"uncultured","uncultured bacterium"
"ASV615","Bin71",0.000507829030892933,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Ottowia","uncultured bacterium"
"ASV616","Bin13",0.000507829030892933,"Bacteria","Fibrobacterota","Chitinivibrionia",NA,NA,"uncultured","uncultured bacterium"
"ASV617","Bin61",0.000507829030892933,"Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylomonadaceae","uncultured","uncultured bacterium"
"ASV618","Bin25",0.000507829030892933,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas","uncultured bacterium"
"ASV619","Bin40",0.000507829030892933,"Bacteria","Planctomycetota","OM190",NA,NA,"uncultured","uncultured bacterium"
"ASV620","Bin9",0.000507829030892933,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","uncultured","uncultured bacterium"
"ASV621","Bin15",0.000523446019629226,"Bacteria","Bacteroidota","Ignavibacteria","Ignavibacteriales","Melioribacteraceae","IheB3-7","uncultured bacterium"
"ASV622","Bin46",0.000523446019629226,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","uncultured","uncultured bacterium"
"ASV623","Bin33",0.000523446019629226,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir2 lineage","uncultured bacterium"
"ASV624","Bin7",0.000523446019629226,"Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae","uncultured","uncultured bacterium"
"ASV625","Bin91",0.000523446019629226,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Pleomorphomonadaceae","Pleomorphomonas","uncultured bacterium"
"ASV626","Bin90",0.000487012987012987,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Bosea","uncultured bacterium"
"ASV631","Bin70",0.000524623833549136,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","uncultured","uncultured bacterium"
"ASV632","Bin90",0.000524623833549136,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","uncultured","uncultured bacterium"
"ASV633","Bin17",0.000145108719917846,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cytophagaceae","Sporocytophaga","uncultured bacterium"
"ASV634","Bin37",0.000499183271582855,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4 lineage","uncultured bacterium"
"ASV635","Bin13",0.000497249259415997,"Bacteria","Fibrobacterota","Fibrobacteria","Fibrobacterales","Fibrobacteraceae","uncultured","uncultured bacterium"
"ASV636","Bin42",0.000499201383008033,"Bacteria","Planctomycetota","vadinHA49",NA,NA,"uncultured","uncultured bacterium"
"ASV637","Bin84",0.000501478860532076,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Altererythrobacter","uncultured bacterium"
"ASV638","Bin88",0.000489876910541849,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhodomicrobiaceae","Rhodomicrobium","uncultured bacterium"
"ASV639","Bin19",0.000512540894220284,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","SB-5","uncultured","uncultured bacterium"
"ASV640","Bin18",0.000512540894220284,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Paludibacteraceae","uncultured","uncultured bacterium"
"ASV641","Bin31",0.000512540894220284,"Bacteria","Planctomycetota","Planctomycetes","Planctomycetales",NA,"uncultured","uncultured bacterium"
"ASV642","Bin9",0.000512540894220284,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","uncultured","uncultured bacterium"
"ASV643","Bin54",0.000507227743630415,"Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","uncultured","uncultured bacterium"
"ASV644","Bin2",0.000495842420937841,"Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","uncultured","uncultured bacterium"
"ASV645","Bin90",0.000495083399425003,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","uncultured","uncultured bacterium"
"ASV654","Bin63",0.000513461624324686,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","B1-7BS","uncultured","uncultured bacterium"
"ASV655","Bin85",0.000513461624324686,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium","uncultured bacterium"
"ASV656","Bin17",0.000513461624324686,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","uncultured","uncultured bacterium"
"ASV657","Bin23",0.000506472371354523,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12 marine group","uncultured","uncultured bacterium"
"ASV658","Bin74",0.000486669487939061,"Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","uncultured bacterium"
"ASV659","Bin61",0.000486669487939061,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","uncultured bacterium"
"ASV660","Bin56",0.000501635768811341,"Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","Christensenellaceae R-7 group","uncultured bacterium"
"ASV661","Bin50",0.000501635768811341,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","uncultured","uncultured bacterium"
"ASV662","Bin20",0.000501635768811341,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola","uncultured bacterium"
"ASV663","Bin27",0.000239912758996728,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Edaphobaculum","uncultured bacterium"
"ASV664","Bin85",0.000475829037374839,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium","uncultured bacterium"
"ASV673","Bin70",0.000502299415100237,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","uncultured","uncultured bacterium"
"ASV674","Bin26",0.000502299415100237,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured","uncultured bacterium"
"ASV675","Bin68",0.000502299415100237,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Rhizobacter","uncultured bacterium"
"ASV676","Bin14",0.000156270929142296,"Bacteria","Bacteroidota","Kryptonia","Kryptoniales","BSV26","uncultured","uncultured bacterium"
"ASV677","Bin34",0.000476089716462124,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","uncultured","uncultured bacterium"
"ASV678","Bin47",0.000476089716462124,"Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae","Aridibacter","uncultured bacterium"
"ASV679","Bin58",0.000476089716462124,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Hungateiclostridiaceae","Anaerobacterium","uncultured bacterium"
"ASV680","Bin97",0.000490730643402399,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,"uncultured","uncultured bacterium"
"ASV681","Bin57",0.000490730643402399,"Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","uncultured","uncultured bacterium"
"ASV682","Bin57",0.000490730643402399,"Bacteria","Firmicutes","Clostridia","Gracilibacteraceae",NA,"uncultured","uncultured bacterium"
"ASV683","Bin1",0.000490730643402399,"Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","uncultured","uncultured bacterium"
"ASV684","Bin68",0.000474032170119956,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Piscinibacter","aquaticus"
"ASV685","Bin12",0.000466441954991573,"Bacteria","Firmicutes","Negativicutes",NA,NA,"uncultured","uncultured bacterium"
"ASV686","Bin40",0.000456574675324675,"Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured bacterium"
"ASV687","Bin26",0.000456574675324675,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella","uncultured bacterium"
"ASV688","Bin81",0.000152191558441558,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacter","uncultured bacterium"
"ASV694","Bin7",0.000491137205875787,"Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae","uncultured","uncultured bacterium"
"ASV695","Bin107",0.000491137205875787,"Bacteria","Actinobacteriota","Actinobacteria","Frankiales",NA,"uncultured","uncultured bacterium"
"ASV696","Bin63",0.000479488450925515,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","mle1-7","uncultured bacterium"
"ASV697","Bin63",0.000469798993980525,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","SC-I-84","uncultured","uncultured bacterium"
"ASV698","Bin101",0.000465509944985188,"Bacteria","SAR324 clade(Marine group B)",NA,NA,NA,"uncultured","uncultured bacterium"
"ASV699","Bin52",0.000465509944985188,"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales",NA,"uncultured","uncultured bacterium"
"ASV700","Bin14",0.000465509944985188,"Bacteria","Bacteroidota","Kryptonia","Kryptoniales","BSV26","uncultured","uncultured bacterium"
"ASV701","Bin60",0.000465509944985188,"Bacteria","Proteobacteria","Gammaproteobacteria","KF-JG30-C25",NA,"uncultured","uncultured bacterium"
"ASV702","Bin59",0.000465509944985188,"Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Acidibacter","uncultured bacterium"
"ASV703","Bin11",0.000469088838237255,"Bacteria","Chloroflexi","KD4-96",NA,NA,"uncultured","uncultured bacterium"
